SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02007310,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,8,7,4.25,4.8,,2022
02007311,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,5,5.5,,,,4.8,7.75,2022
02007312,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,7.25,7.5,5,7.6,,2022
02007313,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,6.5,7.5,4.5,7.4,,2022
02007314,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,7.25,7,4.5,8.4,,2022
02007315,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,5.5,7.75,4,4.6,,2022
02007316,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,8,4.75,5.8,,2022
02007317,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,7.25,6.75,5.25,8,,2022
02007318,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,,,5.25,4,4.25,4.2,,2022
02007319,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,7.5,4.75,4.5,4.6,,2022
02007320,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,7.5,6.5,5.75,8.4,,2022
02007321,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,6.75,5.25,,,,8.6,9,2022
02007322,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.25,5.75,4.5,3.6,,2022
02007323,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,5.5,6.25,,,,4.8,8,2022
02007324,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,7.5,6.5,4.5,7.6,,2022
02007325,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,6.75,5,,,,6.6,9.25,2022
02007326,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,7,7.25,4.5,5.4,,2022
02007327,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.75,8.5,5.75,6.6,,2022
02007328,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,7,8.75,6.75,7.4,,2022
02007329,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.75,,,6,7,3.5,4.6,,2022
02007330,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6.5,5,3.75,5.2,,2022
02007331,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,7.25,8.25,6,6,,2022
02007332,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,4.25,5.75,,,,7.6,8,2022
02007333,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,5.25,5,5.5,9,,2022
02007334,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,8.5,8.25,,,,8,8.75,2022
02007335,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.75,5,5.25,9.2,,2022
02007336,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,6,6.75,5.75,6.2,,2022
02007337,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6,5,5.75,,,,4.8,6.25,2022
02007338,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,5,4,3.75,3.8,,2022
02007339,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,6.75,7.25,,,,8.4,9,2022
02007340,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,6,6.25,,,,6.2,6.75,2022
02007341,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5,4.75,3,5.6,,2022
02007342,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,,,6,6.25,4.75,5,,2022
02007343,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,4,4,3.25,4.4,,2022
02007344,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,8,8.5,5.25,5.8,,2022
02007345,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.75,7.75,5,5.6,,2022
02007346,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,6.25,6.75,4.25,6.2,,2022
02007347,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,6.25,8.5,8.25,8,,2022
02007348,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,8.25,8.75,,,,6.8,8.5,2022
02007349,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,,,4.75,7.25,7.25,8,,2022
02007350,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,5.5,6.5,,,,3.8,7.5,2022
02007351,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,3.5,6.25,,,,2.8,8.5,2022
02007353,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,8,6,5.75,7.8,,2022
02007354,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,7,7,3.75,7.6,,2022
02007355,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6.5,5.5,2,5.6,,2022
02007356,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6,6.75,4.25,3.8,,2022
02007357,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,7,8,5,8.4,,2022
02007358,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,7.5,7,5,6.8,,2022
02007359,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,6,6,5.5,6.8,,2022
02007360,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,7,5,4.75,5.6,,2022
02007361,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.5,6.75,4.25,6.8,,2022
02007362,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,8.25,8.5,7.75,,,,8.6,8,2022
02007363,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,7.25,6.25,6.75,6.6,,2022
02007364,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7,7.75,5.75,7.8,,2022
02007365,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,6.75,7.5,,,,6.6,7.75,2022
02007366,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,8.75,4.5,4.5,7.8,,2022
02007367,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,8.5,7.75,5,6,,2022
02007368,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5.5,5.5,3.75,5.4,,2022
02007369,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,6,6,5,9.6,,2022
02007370,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,6.75,6.5,,,,8,7.5,2022
02007371,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.5,7.75,7.75,7.4,,2022
02007372,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,5.25,4.5,6.25,8.2,,2022
02007373,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,5.5,4.5,2.75,8,,2022
02007374,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,5.75,5.75,,,,3.2,7.75,2022
02007375,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,7,8,,,,7.4,9.25,2022
02007376,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,7,5.5,3,8.2,,2022
02007377,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,5.25,5.75,3.5,4.6,,2022
02007378,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,8,,,5.5,4.75,3.75,7.2,,2022
02007379,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,6.75,7.25,,,,8.8,9.25,2022
02007380,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7,4,5.75,,,,2.4,8.25,2022
02007381,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,6.5,6.5,,,,8.4,9,2022
02007382,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,6.25,7.25,,,,6.8,8,2022
02007383,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,6,4.75,4,8.2,,2022
02007384,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.5,6.25,5.75,8.6,,2022
02007385,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,8,9.25,5.75,7.6,,2022
02007386,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,8,8.25,,,,8,8.75,2022
02007387,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,3.75,,,9,7.5,3,9.2,,2022
02007388,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,6.25,6.25,,,,5.4,7.5,2022
02007389,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,6.25,7.75,4.5,5.2,,2022
02007390,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,5,5,3.75,,,,3.2,5.75,2022
02007391,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.75,8.25,7.75,8.8,,2022
02007392,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6,7.25,4,6.4,,2022
02007393,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,6.5,6.25,,,,8.2,7.5,2022
02007394,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,6.5,5,7.8,,2022
02007395,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6,6,4,5.2,,2022
02007396,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,7.75,8,,,,8.2,9,2022
02007397,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,7.25,7,,,,8.8,8.75,2022
02007398,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,8,8.25,,,,6.4,9.25,2022
02007399,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,,,4.25,5.5,5,7.2,,2022
02007400,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7.5,7,4,4.8,,2022
02007401,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,9.5,6.75,,,,7.4,7,2022
02007402,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,6.5,7.5,,,,7.6,8.5,2022
02007403,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.75,6.5,6,,,,2.6,5.75,2022
02007404,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.5,7.25,6.25,9.6,,2022
02007405,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,7.75,5.75,3.5,8.2,,2022
02007406,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.5,8.5,6.25,,,,10,8.5,2022
02007407,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,4.5,6,,,,7,8,2022
02007408,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,7.25,7.5,,,,6.4,8.5,2022
02007409,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.75,,,6,5.25,3.25,5.4,,2022
02007410,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.75,7.75,8,,,,4.4,8.75,2022
02007411,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,8.75,7.75,7,7.4,,2022
02007412,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,5.75,7,4,4.8,,2022
02007413,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.25,9,8.75,9,,2022
02007414,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.75,8,4.75,6.8,,2022
02007415,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.75,,,5.75,7,8.25,7.4,,2022
02007416,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,6.25,6.25,3,4,,2022
02007417,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,8.5,8,3.75,5.6,,2022
02007418,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,7.75,7.75,,,,6.2,8,2022
02007419,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7,6,4.75,8.6,,2022
02007420,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,8,8.25,,,,9.8,9.25,2022
02007421,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.75,5,5.25,,,,4.6,7,2022
02007422,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,8.25,7.5,,,,8.8,8,2022
02007423,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,6.5,5.5,3.5,7.8,,2022
02007424,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,4.75,6,,,,8,8,2022
02007425,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.75,6,6,7,,2022
02007426,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,5.75,7.5,4,6.2,,2022
02007427,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,6.25,6.5,,,,6.4,9.5,2022
02007428,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,6.75,5.5,,,,4.2,8.25,2022
02007429,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,8.25,8.75,,,,9,9.75,2022
02007430,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,8.75,8.75,,,,7.6,9,2022
02007431,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,4.75,8,7.5,5.2,,2022
02007432,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,7,5.75,3.5,7.2,,2022
02007433,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,3.25,5.25,5,6.4,,2022
02007434,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.25,8.25,4.5,6.8,,2022
02007435,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,6.75,7.5,,,,7.8,8,2022
02007436,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.75,,,8.75,8.25,5,7.6,,2022
02007437,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,6.75,6.75,,,,9.6,7.75,2022
02007438,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,6.75,7.25,5,6.4,,2022
02007439,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,7.5,7,,,,5.4,8,2022
02007440,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,6.25,7.25,5.75,8.4,,2022
02007441,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,5.75,5.75,5.5,8.6,,2022
02007442,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,5.5,6.25,,,,4,8.75,2022
02007443,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,5.5,6.5,4.5,8.8,,2022
02007444,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,6.5,8,,,,7.6,8.75,2022
02007445,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.25,7.5,4.5,6.8,,2022
02007446,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.25,6,4,8.4,,2022
02007447,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,7.5,5.75,2.5,6.4,,2022
02007448,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,6,6.5,,,,9.2,8,2022
02007449,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,7.5,7,,,,7.4,8.5,2022
02007450,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.25,8.5,8.25,6.6,,2022
02007451,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.5,5.5,3.5,8.8,,2022
02007452,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,4.5,5.5,,,,7,7.25,2022
02007453,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,6.75,5.75,,,,5.8,8.5,2022
02007454,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,5.25,6.5,,,,5.4,7.25,2022
02007455,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.75,7,4.75,6.4,,2022
02007456,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,6.25,6.25,,,,8.8,9,2022
02007457,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.75,8.25,3.5,8.4,,2022
02007458,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.25,,,9.25,8,8.25,9.2,,2022
02007459,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,,,6.5,5.75,3.5,5.6,,2022
02007460,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,7.75,6,,,,5.2,8.5,2022
02007461,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,,,7,7.75,5.25,6,,2022
02007462,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.25,7.25,5,6,,2022
02007463,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,6,7.25,3.75,6.8,,2022
02007464,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,7.25,7,,,,8.2,9,2022
02007465,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,5.75,8,6.75,8.6,,2022
02007466,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,5.5,7.25,7.25,5.4,,2022
02007467,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.75,7.5,8.25,8,,2022
02007468,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,8.25,6.25,,,,8.2,8,2022
02007469,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,7,7.75,4.75,5.8,,2022
02007470,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,7,6,,,,4.4,7.5,2022
02007471,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,6.25,4.5,8.8,,2022
02007472,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,7,7.5,,,,7,7.75,2022
02007473,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.75,7.5,5,5.6,,2022
02007474,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,6.5,8,,,,5.4,9.5,2022
02007475,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,4.5,4.5,2,2.8,,2022
02007476,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,7,6.25,4.5,6.4,,2022
02007477,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,7.5,7.75,5.5,9,,2022
02007478,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.5,7.25,3.5,5.6,,2022
02007479,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,8.5,8,4.25,6.4,,2022
02007480,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,8,6,4.75,8.6,,2022
02007481,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6,4.75,4.75,8.2,,2022
02007482,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7,7.5,,,,8,8.25,2022
02007483,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.75,,,7.25,6.75,3.75,3.6,,2022
02007484,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.75,8.25,6.75,8.8,,2022
02007485,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6.25,5.75,4,6,,2022
02007486,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.75,6.25,5.5,7.8,,2022
02007487,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,7,6.75,,,,7.4,7,2022
02007488,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,6,8.25,,,,9,9,2022
02007489,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,5.75,5.75,,,,9.4,7.25,2022
02007490,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,7,7,4.75,4.8,,2022
02007491,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,5.5,6.25,,,,7.4,8,2022
02007492,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.5,4.25,5,8.8,,2022
02007493,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,8.25,8.75,4.25,8.8,,2022
02007494,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,5.5,4.75,6.25,,,,3,6.75,2022
02007495,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.5,,,5.5,6.75,3.75,4.6,,2022
02007496,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.6,6.5,7.75,5.5,,,,9.2,7.75,2022
02007497,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,7.25,6.25,3,5.6,,2022
02007498,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,7.75,7.75,,,,7.8,9.5,2022
02007499,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.5,6.75,,,,6.8,8.5,2022
02007500,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,5,6.25,,,,5.4,8.5,2022
02007501,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,5.75,6.75,5,8,,2022
02007502,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,7.75,8.5,4.5,5.4,,2022
02007503,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,7.75,8.25,4.25,6.4,,2022
02007504,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,7.5,7,,,,7,8,2022
02007505,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,6,4.5,,,,5.8,7.75,2022
02007506,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,7.75,8.25,5.5,5.6,,2022
02007507,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7.75,9,4.5,7.2,,2022
02007508,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,8,6,4.25,7.8,,2022
02007509,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,4.75,7,6.5,2.6,,2022
02007510,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.75,5.25,2.5,3.4,,2022
02007511,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.5,5,4.25,3.8,,2022
02007512,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6,7,4.75,7.4,,2022
02007513,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,5,5.5,,,,5.4,8.5,2022
02007514,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.5,7.5,6.5,5.6,,2022
02007515,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.5,8,4.5,6.6,,2022
02007516,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,8,8.25,,,,9,9.5,2022
02007517,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,7.25,8,3.75,4.4,,2022
02007518,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8,,,9,7.75,6.5,9.6,,2022
02007519,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.25,8,3.25,6,,2022
02007520,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,4.5,5,,,,4.8,7,2022
02007521,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,4.5,5.75,,,,4.6,7.75,2022
02007522,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,4.75,5.75,2.5,1.8,,2022
02007523,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,5.5,7.75,6.75,7.8,,2022
02007524,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.5,4.5,4.25,4.4,,2022
02007525,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,7,4.75,3.75,5.6,,2022
02007526,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.25,4,4,4.8,,2022
02007527,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.5,4.5,6.25,7,,2022
02007528,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.75,,,5.5,8.75,7.75,5.4,,2022
02007529,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,7.5,7.5,,,,7.8,8.5,2022
02007530,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,6.25,7.75,4.75,5.8,,2022
02007531,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,7.5,8,,,,4.6,8,2022
02007532,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,5,7,,,,7.8,7,2022
02007533,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,5.75,4.25,4.5,7,,2022
02007534,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,4.75,5.25,,,,6.6,8.5,2022
02007535,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.75,8,5.25,5.6,,2022
02007536,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.5,8.25,5.25,7,,2022
02007537,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,7.75,7.75,4.25,7.8,,2022
02007538,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,4.25,8.25,4.75,3.2,,2022
02007539,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,6.75,7.25,,,,7.4,8.5,2022
02007540,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7,7.5,4,5.4,,2022
02007541,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,7.75,7.75,4.25,8.2,,2022
02007542,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.5,7.25,6.25,7.2,,2022
02007543,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.5,8.25,8.25,,,,8.6,9.25,2022
02007544,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,7,8.25,,,,8.8,8.75,2022
02007545,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.75,6.5,3.75,7.8,,2022
02007546,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,4.75,5,2.25,3.6,,2022
02007547,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,6.25,7.5,,,,6.6,8.5,2022
02007548,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6.75,8,6,5.4,,2022
02007549,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.5,6.5,4,6,,2022
